BFS,Depth - 23,Nodes Expanded - 121330,Time Elapsed - 407 ms,Initialized - 783415602,6,4,7,8,1,7,8,1,3,5,2,6,7,2,5,3,2,8,4,7,8,5,6,Solved,
DFS,Depth - 61735,Nodes Expanded - 117631,Time Elapsed - 133 ms,Initialized - 783415602,Puzzle Solved,
A* Misplaced Tiles,Depth - 23,Nodes Expanded - 11210,Time Elapsed - 47 ms,Initialized - 783415602,6,4,1,8,7,1,8,7,3,5,2,6,7,2,5,3,2,8,4,7,8,5,6,Solved,
A* Manhattan Distance,Depth - 23,Nodes Expanded - 1231,Time Elapsed - 10 ms,Initialized - 783415602,6,4,1,8,7,1,8,7,3,5,2,6,7,2,5,3,2,8,4,7,8,5,6,Solved,
BFS,Depth - 22,Nodes Expanded - 90594,Time Elapsed - 298 ms,Initialized - 613752840,4,5,2,4,5,8,7,6,1,2,6,7,8,6,4,5,6,8,7,4,5,6,Solved,
DFS,Depth - 65642,Nodes Expanded - 108064,Time Elapsed - 119 ms,Initialized - 613752840,Puzzle Solved,
A* Misplaced Tiles,Depth - 22,Nodes Expanded - 6436,Time Elapsed - 28 ms,Initialized - 613752840,4,5,2,4,5,8,7,6,1,2,6,7,8,6,4,5,6,8,7,4,5,6,Solved,
A* Manhattan Distance,Depth - 22,Nodes Expanded - 721,Time Elapsed - 10 ms,Initialized - 613752840,4,5,2,4,5,8,7,6,1,2,6,7,8,6,4,5,6,8,7,4,5,6,Solved,
BFS,Depth - 26,Nodes Expanded - 163282,Time Elapsed - 543 ms,Initialized - 765203841,6,5,3,1,4,6,2,7,5,2,1,4,6,8,7,1,4,3,2,5,1,4,5,2,3,6,Solved,
DFS,Depth - 47878,Nodes Expanded - 138648,Time Elapsed - 159 ms,Initialized - 765203841,Puzzle Solved,
A* Misplaced Tiles,Depth - 26,Nodes Expanded - 33542,Time Elapsed - 138 ms,Initialized - 765203841,6,5,3,6,2,7,5,2,4,1,6,3,2,4,1,8,7,5,4,1,5,4,1,2,3,6,Solved,
A* Manhattan Distance,Depth - 26,Nodes Expanded - 4404,Time Elapsed - 21 ms,Initialized - 765203841,6,5,3,6,2,7,5,2,4,1,6,4,1,8,7,1,4,3,2,5,1,4,5,2,3,6,Solved,
BFS,Depth - 19,Nodes Expanded - 31429,Time Elapsed - 101 ms,Initialized - 132548607,4,3,1,5,6,4,7,8,3,6,5,1,2,3,6,5,4,7,8,Solved,
DFS,Depth - 56963,Nodes Expanded - 67416,Time Elapsed - 71 ms,Initialized - 132548607,Puzzle Solved,
A* Misplaced Tiles,Depth - 19,Nodes Expanded - 2243,Time Elapsed - 12 ms,Initialized - 132548607,4,3,1,5,6,4,7,8,3,6,5,1,2,3,6,5,4,7,8,Solved,
A* Manhattan Distance,Depth - 19,Nodes Expanded - 345,Time Elapsed - 6 ms,Initialized - 132548607,4,3,1,5,6,4,7,8,3,6,5,1,2,3,6,5,4,7,8,Solved,
